protein_id	matrixdb_ecm	matrisome_category	matrisome_subcategory	dataset	interaction_count
P80054	True			Swiss-Prot	0
P26199	True			Swiss-Prot	0
P62962	True			Swiss-Prot	6
P58294	True			Swiss-Prot	8
Q14A28	True			Swiss-Prot	0
Q8R414	True			Swiss-Prot	0
Q863H5	True			Swiss-Prot	0
Q9HC23	True			Swiss-Prot	7
Q9QXU7	True			Swiss-Prot	0
Q8R413	True			Swiss-Prot	0
Q99935	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	7
Q16378	True			Swiss-Prot	21
O43490	True			Swiss-Prot	35
O54990	True			Swiss-Prot	0
P04474	True			Swiss-Prot	0
Q6IE62	True			Swiss-Prot	0
Q5M8S2	True			Swiss-Prot	0
Q6IE63	True			Swiss-Prot	0
A8MTI9	True			Swiss-Prot	93
Q7RTY5	True			Swiss-Prot	121
Q14B25	True			Swiss-Prot	0
O00231	True			Swiss-Prot	226
O00232	True			Swiss-Prot	149
Q9UNM6	True			Swiss-Prot	172
Q54CH8	True			Swiss-Prot	0
Q54VS4	True			Swiss-Prot	0
Q54VS2	True			Swiss-Prot	0
Q54C32	True			Swiss-Prot	0
Q54C31	True			Swiss-Prot	0
Q55FQ5	True			Swiss-Prot	0
P35495	True			Swiss-Prot	1
P35496	True			Swiss-Prot	1
Q61115	True			Swiss-Prot	1
Q15256	True			Swiss-Prot	206
A1KZ92	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	66
Q92626	True	Core matrisome	Proteoglycans	Swiss-Prot	151
Q3UQ28	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q63495	True			Swiss-Prot	2
P06281	True			Swiss-Prot	0
P00796	True			Swiss-Prot	0
Q6DYE7	True			Swiss-Prot	0
P00797	True			Swiss-Prot	29
P08424	True			Swiss-Prot	0
P52115	True			Swiss-Prot	0
Q9CYN9	True			Swiss-Prot	0
Q6AXS4	True			Swiss-Prot	1
Q9EP95	True			Swiss-Prot	0
Q99P85	True			Swiss-Prot	0
Q9BQ08	True			Swiss-Prot	4
Q99P86	True			Swiss-Prot	0
Q8K426	True			Swiss-Prot	0
G3V686	True			Swiss-Prot	0
Q762I5	True			Swiss-Prot	0
Q9HD89	True			Swiss-Prot	12
Q99P87	True			Swiss-Prot	0
Q9BRR9	True			Swiss-Prot	110
Q54E20	True			Swiss-Prot	0
Q55BS9	True			Swiss-Prot	0
P34113	True			Swiss-Prot	0
P81476	True			Swiss-Prot	0
Q5VYX0	True			Swiss-Prot	37
A7RDN6	True			Swiss-Prot	0
Q5U2W9	True			Swiss-Prot	0
Q54UU3	True			Swiss-Prot	0
Q9DA80	True			Swiss-Prot	0
Q5TD94	True			Swiss-Prot	2
Q8BYM7	True			Swiss-Prot	0
Q55BY1	True			Swiss-Prot	0
Q9TV56	True			Swiss-Prot	0
P26447	True	Matrisome-associated	Secreted Factors	Swiss-Prot	236
P07091	True	Matrisome-associated	Secreted Factors	Swiss-Prot	4
P05942	True			Swiss-Prot	0
P06703	True	Matrisome-associated	Secreted Factors	Swiss-Prot	96
Q28050	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P31151	True	Matrisome-associated	Secreted Factors	Swiss-Prot	219
P28782	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P05109	True	Matrisome-associated	Secreted Factors	Swiss-Prot	172
P27005	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
Q4G0G5	True			Swiss-Prot	10
Q8WVN6	True			Swiss-Prot	8
O35988	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
Q8HZJ6	True			Swiss-Prot	0
Q55C09	True			Swiss-Prot	0
Q54C16	True			Swiss-Prot	0
Q11203	True			Swiss-Prot	8
Q02734	True			Swiss-Prot	0
Q9H173	True			Swiss-Prot	55
O75093	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	307
Q80TR4	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	1
O88279	True			Swiss-Prot	0
O94813	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	641
Q9R1B9	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	3
Q9WVC1	True			Swiss-Prot	1
O75094	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	109
Q9WVB4	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P09670	True			Swiss-Prot	0
P08294	True			Swiss-Prot	19
P06880	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q15506	True			Swiss-Prot	16
P20112	True			Swiss-Prot	0
P36233	True			Swiss-Prot	0
P16975	True			Swiss-Prot	1
Q8TB22	True			Swiss-Prot	55
Q80YT5	True			Swiss-Prot	3
Q6T393	True			Swiss-Prot	0
Q9BT56	True			Swiss-Prot	9
D3Z752	True			Swiss-Prot	0
M0R8L2	True			Swiss-Prot	0
P08797	True			Swiss-Prot	0
P09758	True			Swiss-Prot	23
Q8BGV3	True			Swiss-Prot	0
Q6P9Z6	True			Swiss-Prot	0
Q7Z5A9	True			Swiss-Prot	10
Q7TPG8	True			Swiss-Prot	0
Q8N3H0	True			Swiss-Prot	0
Q7TPG7	True			Swiss-Prot	0
Q7Z5A8	True			Swiss-Prot	75
Q7TPG6	True			Swiss-Prot	0
Q96LR4	True			Swiss-Prot	51
Q7TPG5	True			Swiss-Prot	0
Q3ZBS2	True			Swiss-Prot	0
Q7Z5A7	True			Swiss-Prot	1
Q91WE9	True			Swiss-Prot	0
Q8TC07	True			Swiss-Prot	132
Q9CXF4	True			Swiss-Prot	2
P55072	True			Swiss-Prot	327
Q7YRQ8	True			Swiss-Prot	0
P48307	True			Swiss-Prot	88
O35536	True			Swiss-Prot	0
P02786	True			Swiss-Prot	204
Q62351	True			Swiss-Prot	11
Q99376	True			Swiss-Prot	9
A6H707	True			Swiss-Prot	0
B0JZP3	True			Swiss-Prot	0
Q8WUY1	True			Swiss-Prot	38
Q80ZW2	True			Swiss-Prot	7
Q5XIE1	True			Swiss-Prot	0
P09110	True			Swiss-Prot	45
P04216	True			Swiss-Prot	515
P01267	True			Swiss-Prot	1
Q3SZI1	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q9UJW2	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	30
Q9GZM7	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	33
Q9H8H3	True			Swiss-Prot	20
P48023	True	Matrisome-associated	Secreted Factors	Swiss-Prot	478
P41047	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
Q9BEA8	True			Swiss-Prot	0
P36940	True			Swiss-Prot	0
P32971	True	Matrisome-associated	Secreted Factors	Swiss-Prot	59
P32972	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P41273	True	Matrisome-associated	Secreted Factors	Swiss-Prot	91
P41274	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9H0E2	True			Swiss-Prot	200
Q9Y5R8	True			Swiss-Prot	69
O97490	True			Swiss-Prot	0
Q6ZXC3	True			Swiss-Prot	0
Q5EDF9	True			Swiss-Prot	0
P20396	True			Swiss-Prot	66
Q62361	True			Swiss-Prot	0
A6NK02	True			Swiss-Prot	37
Q9N2D1	True			Swiss-Prot	0
Q9XSM2	True			Swiss-Prot	0
P50607	True			Swiss-Prot	18
P50586	True			Swiss-Prot	1
O88808	True			Swiss-Prot	0
P27628	True			Swiss-Prot	0
Q9NNX1	True			Swiss-Prot	21
A0A0B4J264	True			Swiss-Prot	0
A0JD32	True			Swiss-Prot	0
A0A0A6YYC5	True			Swiss-Prot	0
A0A0A6YYK7	True			Swiss-Prot	31
Q9DGH0	True			Swiss-Prot	0
Q98SR9	True			Swiss-Prot	0
Q98T89	True			Swiss-Prot	0
Q9BZM6	True			Swiss-Prot	83
Q9BZM5	True			Swiss-Prot	74
Q9BZM4	True			Swiss-Prot	100
Q6H3X3	True			Swiss-Prot	30
Q5VY80	True			Swiss-Prot	43
P11684	True			Swiss-Prot	76
Q06318	True			Swiss-Prot	0
P02779	True			Swiss-Prot	0
P17559	True			Swiss-Prot	0
P46201	True			Swiss-Prot	0
P21814	True			Swiss-Prot	0
P35918	True			Swiss-Prot	13
P35916	True			Swiss-Prot	364
P86435	True			Swiss-Prot	0
O15240	True			Swiss-Prot	12
Q0VGU4	True			Swiss-Prot	2
P20156	True			Swiss-Prot	1
Q9BQY6	True			Swiss-Prot	1
Q8IUA0	True			Swiss-Prot	94
Q4KUS1	True			Swiss-Prot	0
Q8NEX5	True			Swiss-Prot	4
Q3UW41	True			Swiss-Prot	0
Q6IE41	True			Swiss-Prot	0
Q96NZ8	True	Matrisome-associated	Secreted Factors	Swiss-Prot	108
Q8R0S6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P0C5J5	True			Swiss-Prot	0
Q08E66	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q8TEU8	True	Matrisome-associated	Secreted Factors	Swiss-Prot	14
Q7TQN3	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q6NUX0	True			Swiss-Prot	0
P49339	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O73864	True			Swiss-Prot	0
O96014	True	Matrisome-associated	Secreted Factors	Swiss-Prot	47
P48615	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q5E9U6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9UBV4	True	Matrisome-associated	Secreted Factors	Swiss-Prot	22
Q9QYS1	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q91029	True	Matrisome-associated	Secreted Factors	Swiss-Prot	1
P24257	True			Swiss-Prot	0
P04628	True	Matrisome-associated	Secreted Factors	Swiss-Prot	42
P04426	True	Matrisome-associated	Secreted Factors	Swiss-Prot	5
Q9WUD6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P51030	True			Swiss-Prot	0
O42280	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O14904	True	Matrisome-associated	Secreted Factors	Swiss-Prot	29
Q8R5M2	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O14905	True	Matrisome-associated	Secreted Factors	Swiss-Prot	21
O35468	True	Matrisome-associated	Secreted Factors	Swiss-Prot	2
Q86KC7	True			Swiss-Prot	0
Q54RT6	True			Swiss-Prot	0
Q54EL1	True			Swiss-Prot	0
Q6UXR6	True			Swiss-Prot	0
Q6ZRU5	True			Swiss-Prot	0
A8MUN3	True			Swiss-Prot	0
Q6ZS49	True			Swiss-Prot	0
P54632	True			Swiss-Prot	0
Q3SZR3	True			Swiss-Prot	0
P25227	True			Swiss-Prot	0
P02764	True			Swiss-Prot	0
P07758	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P22599	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
Q00896	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q00897	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q00898	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
Q9DCQ7	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
P20848	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
P34955	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q6UXT9	True			Swiss-Prot	13
Q5F2F2	True			Swiss-Prot	0
Q58DD0	True			Swiss-Prot	0
Q9BYF1	True			Swiss-Prot	57
Q8R0I0	True			Swiss-Prot	0
P60709	True			Swiss-Prot	597
P42025	True			Swiss-Prot	81
Q5ZMT7	True			Swiss-Prot	0
Q86TW2	True			Swiss-Prot	91
Q9D0L4	True			Swiss-Prot	0
O15204	True	Matrisome-associated	ECM Regulators	Swiss-Prot	82
Q9R0X2	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
A2VE47	True			Swiss-Prot	0
Q9BRR6	True			Swiss-Prot	30
Q8VDL4	True			Swiss-Prot	0
O97470	True			Swiss-Prot	1
G3MYZ3	True			Swiss-Prot	1
P43652	True			Swiss-Prot	25
O89020	True			Swiss-Prot	0
P36953	True			Swiss-Prot	0
P06280	True			Swiss-Prot	36
P51569	True			Swiss-Prot	0
Q5RZ65	True			Swiss-Prot	0
O95994	True			Swiss-Prot	143
O88312	True			Swiss-Prot	1
Q9BY15	True			Swiss-Prot	17
Q86SQ3	True			Swiss-Prot	1
Q8SQA4	True			Swiss-Prot	0
Q9Z0M6	True			Swiss-Prot	0
Q5T601	True			Swiss-Prot	2
O60218	True			Swiss-Prot	35
Q86A67	True			Swiss-Prot	0
O18873	True			Swiss-Prot	0
P10731	True			Swiss-Prot	1
P19021	True			Swiss-Prot	23
P97467	True			Swiss-Prot	2
P14925	True			Swiss-Prot	3
P02817	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q99217	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	33
P63277	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
P63278	True			Swiss-Prot	65
Q99004	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q99218	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	24
P13204	True			Swiss-Prot	0
P16859	True			Swiss-Prot	0
P16860	True			Swiss-Prot	26
P40753	True			Swiss-Prot	0
P07634	True			Swiss-Prot	0
P13205	True			Swiss-Prot	0
O46541	True			Swiss-Prot	0
Q9HCJ1	True			Swiss-Prot	22
Q9JHZ2	True			Swiss-Prot	0
P58366	True			Swiss-Prot	0
P07356	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	25
P19620	True			Swiss-Prot	2
Q07936	True			Swiss-Prot	6
A2SW69	True			Swiss-Prot	0
P08758	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	98
Q96LR9	True			Swiss-Prot	3
Q6B959	True			Swiss-Prot	0
P51693	True			Swiss-Prot	329
P08226	True			Swiss-Prot	6
P18650	True			Swiss-Prot	0
P18287	True			Swiss-Prot	0
P55088	True			Swiss-Prot	2
P47863	True			Swiss-Prot	2
O96622	True			Swiss-Prot	0
Q03288	True			Swiss-Prot	0
Q6ZYM3	True			Swiss-Prot	0
Q99JA2	True			Swiss-Prot	0
Q0VD19	True			Swiss-Prot	0
P17405	True			Swiss-Prot	44
Q04519	True			Swiss-Prot	0
P30919	True			Swiss-Prot	0
Q9UBB4	True			Swiss-Prot	129
P01887	True			Swiss-Prot	8
Q07717	True			Swiss-Prot	0
P01885	True			Swiss-Prot	0
P07151	True			Swiss-Prot	5
P20029	True			Swiss-Prot	37
P12645	True	Matrisome-associated	Secreted Factors	Swiss-Prot	77
Q8BHE5	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P49002	True			Swiss-Prot	0
Q2KJH1	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q90752	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P12644	True	Matrisome-associated	Secreted Factors	Swiss-Prot	443
P21275	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O46576	True			Swiss-Prot	0
Q06826	True			Swiss-Prot	0
P22003	True	Matrisome-associated	Secreted Factors	Swiss-Prot	71
P49003	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P22004	True	Matrisome-associated	Secreted Factors	Swiss-Prot	85
P20722	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q04906	True			Swiss-Prot	0
P34819	True			Swiss-Prot	0
P18075	True	Matrisome-associated	Secreted Factors	Swiss-Prot	304
Q10588	True			Swiss-Prot	8
Q8CIF4	True			Swiss-Prot	0
Q5FVF9	True			Swiss-Prot	0
P85521	True			Swiss-Prot	0
Q2VLG6	True			Swiss-Prot	0
Q86VB7	True			Swiss-Prot	128
Q2VLH6	True			Swiss-Prot	0
Q6IQP3	True			Swiss-Prot	0
Q7SXV9	True			Swiss-Prot	0
Q3T0K1	True			Swiss-Prot	0
O43852	True			Swiss-Prot	105
O35887	True			Swiss-Prot	10
Q6XLQ7	True			Swiss-Prot	0
O35783	True			Swiss-Prot	0
P07498	True			Swiss-Prot	23
P06796	True			Swiss-Prot	0
P11841	True			Swiss-Prot	0
P33618	True			Swiss-Prot	0
P04468	True			Swiss-Prot	0
Q5E9C1	True			Swiss-Prot	0
P49662	True			Swiss-Prot	137
P70343	True			Swiss-Prot	2
P55097	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
Q9GLE3	True			Swiss-Prot	0
P43236	True			Swiss-Prot	0
O35186	True			Swiss-Prot	0
P25975	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
Q9GL24	True			Swiss-Prot	0
P09648	True			Swiss-Prot	0
P07711	True	Matrisome-associated	ECM Regulators	Swiss-Prot	51
P06797	True	Matrisome-associated	ECM Regulators	Swiss-Prot	5
Q28944	True			Swiss-Prot	0
P07154	True			Swiss-Prot	1
Q10991	True			Swiss-Prot	0
Q5E998	True	Matrisome-associated	ECM Regulators	Swiss-Prot	0
P52907	True			Swiss-Prot	390
Q9GYD9	True			Swiss-Prot	0
O75976	True			Swiss-Prot	51
O89001	True			Swiss-Prot	2
Q9JHW1	True			Swiss-Prot	4
P04836	True			Swiss-Prot	0
P16870	True			Swiss-Prot	55
Q96EE4	True			Swiss-Prot	3
Q8BIS8	True			Swiss-Prot	0
Q9H6E4	True			Swiss-Prot	8
Q8C7V8	True			Swiss-Prot	1
Q5M862	True			Swiss-Prot	1
Q8AXP2	True			Swiss-Prot	0
Q90X49	True			Swiss-Prot	0
Q76M96	True			Swiss-Prot	11
Q8R2G6	True			Swiss-Prot	1
Q6QD51	True			Swiss-Prot	0
P48298	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P97545	True			Swiss-Prot	0
Q62401	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q68Y88	True			Swiss-Prot	0
Q99616	True	Matrisome-associated	Secreted Factors	Swiss-Prot	83
Q16627	True	Matrisome-associated	Secreted Factors	Swiss-Prot	68
Q16663	True	Matrisome-associated	Secreted Factors	Swiss-Prot	76
O15467	True	Matrisome-associated	Secreted Factors	Swiss-Prot	65
Q95N01	True			Swiss-Prot	0
Q92583	True	Matrisome-associated	Secreted Factors	Swiss-Prot	64
Q9WUZ6	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
Q9ERE0	True			Swiss-Prot	0
P55774	True	Matrisome-associated	Secreted Factors	Swiss-Prot	48
Q99467	True			Swiss-Prot	20
Q62192	True			Swiss-Prot	1
P06126	True			Swiss-Prot	79
Q9XS72	True			Swiss-Prot	0
P13987	True			Swiss-Prot	113
P27274	True			Swiss-Prot	1
O43866	True			Swiss-Prot	11
Q9QWK4	True			Swiss-Prot	1
Q14004	True			Swiss-Prot	352
O15078	True			Swiss-Prot	219
Q54PR9	True			Swiss-Prot	0
Q9H7B7	True			Swiss-Prot	8
Q6NUI6	True	Core matrisome	Proteoglycans	Swiss-Prot	1
E9Q7T7	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q27972	True	Core matrisome	Proteoglycans	Swiss-Prot	1
O15335	True	Core matrisome	Proteoglycans	Swiss-Prot	45
O55226	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q9DAR1	True			Swiss-Prot	0
Q9DAC0	True			Swiss-Prot	0
Q9P232	True			Swiss-Prot	111
Q8IWV2	True			Swiss-Prot	334
Q69Z26	True			Swiss-Prot	2
Q62845	True			Swiss-Prot	0
O94779	True			Swiss-Prot	143
P12109	True	Core matrisome	Collagens	Swiss-Prot	94
Q04857	True	Core matrisome	Collagens	Swiss-Prot	4
P15988	True	Core matrisome	Collagens	Swiss-Prot	0
P12110	True	Core matrisome	Collagens	Swiss-Prot	280
Q02788	True	Core matrisome	Collagens	Swiss-Prot	3
P15989	True	Core matrisome	Collagens	Swiss-Prot	0
P12111	True	Core matrisome	Collagens	Swiss-Prot	292
A2AX52	True	Core matrisome	Collagens	Swiss-Prot	0
A8TX70	True	Core matrisome	Collagens	Swiss-Prot	41
A6H584	True	Core matrisome	Collagens	Swiss-Prot	0
A6NMZ7	True	Core matrisome	Collagens	Swiss-Prot	45
Q8C6K9	True	Core matrisome	Collagens	Swiss-Prot	0
Q29RU4	True			Swiss-Prot	0
P13671	True			Swiss-Prot	84
Q811M5	True			Swiss-Prot	0
Q02388	True	Core matrisome	Collagens	Swiss-Prot	157
P25508	True	Core matrisome	Collagens	Swiss-Prot	0
P13944	True	Core matrisome	Collagens	Swiss-Prot	0
Q99715	True	Core matrisome	Collagens	Swiss-Prot	240
Q60847	True	Core matrisome	Collagens	Swiss-Prot	0
Q28902	True			Swiss-Prot	0
P70560	True			Swiss-Prot	0
Q9Y281	True			Swiss-Prot	117
P39059	True	Core matrisome	Collagens	Swiss-Prot	144
O35206	True	Core matrisome	Collagens	Swiss-Prot	1
Q9Y215	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	42
O35348	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
O35167	True			Swiss-Prot	0
A0JNQ7	True			Swiss-Prot	0
P19090	True			Swiss-Prot	0
F4ZGF2	True			Swiss-Prot	0
A4IG53	True			Swiss-Prot	0
Q9Y5Q5	True			Swiss-Prot	198
Q9Z319	True			Swiss-Prot	0
Q80YN4	True			Swiss-Prot	0
P27133	True			Swiss-Prot	0
Q869Q8	True			Swiss-Prot	0
P54107	True			Swiss-Prot	24
Q03401	True			Swiss-Prot	0
Q75V95	True			Swiss-Prot	0
Q75V94	True			Swiss-Prot	0
Q862B1	True			Swiss-Prot	0
B3IWF9	True			Swiss-Prot	0
Q75V93	True			Swiss-Prot	0
Q766Y7	True			Swiss-Prot	0
Q766Y6	True			Swiss-Prot	0
Q9H3Y0	True			Swiss-Prot	7
A2A5I3	True			Swiss-Prot	0
P82279	True			Swiss-Prot	133
Q8VHS2	True			Swiss-Prot	0
P35833	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
P35834	True			Swiss-Prot	0
P09919	True	Matrisome-associated	Secreted Factors	Swiss-Prot	50
P09920	True	Matrisome-associated	Secreted Factors	Swiss-Prot	0
O02837	True			Swiss-Prot	0
Q28746	True			Swiss-Prot	0
P17538	True			Swiss-Prot	3
Q9CR35	True			Swiss-Prot	0
P07338	True			Swiss-Prot	0
Q6GPI1	True			Swiss-Prot	13
P00767	True			Swiss-Prot	0
Q7M3E1	True			Swiss-Prot	0
P70412	True			Swiss-Prot	0
Q9QZT0	True			Swiss-Prot	0
P01036	True	Matrisome-associated	ECM Regulators	Swiss-Prot	66
P19313	True			Swiss-Prot	0
P09228	True	Matrisome-associated	ECM Regulators	Swiss-Prot	39
P01038	True			Swiss-Prot	0
Q8NG35	True			Swiss-Prot	0
Q8IZN7	True			Swiss-Prot	1
Q30KQ4	True			Swiss-Prot	1
Q96PH6	True			Swiss-Prot	1
Q32P86	True			Swiss-Prot	0
Q30KT5	True			Swiss-Prot	0
Q8N690	True			Swiss-Prot	1
Q5J5C9	True			Swiss-Prot	18
Q01523	True			Swiss-Prot	90
P07467	True			Swiss-Prot	0
P82106	True			Swiss-Prot	0
Q5G865	True			Swiss-Prot	0
Q5G864	True			Swiss-Prot	0
Q3L180	True			Swiss-Prot	0
P17533	True			Swiss-Prot	0
P50715	True			Swiss-Prot	0
Q4JEI2	True			Swiss-Prot	0
Q14129	True			Swiss-Prot	18
Q54KB7	True			Swiss-Prot	0
A2VE23	True			Swiss-Prot	0
Q6E0U4	True			Swiss-Prot	12
Q6P253	True			Swiss-Prot	0
Q54M21	True			Swiss-Prot	0
Q13217	True			Swiss-Prot	33
Q8WZ79	True			Swiss-Prot	20
Q9QY48	True			Swiss-Prot	0
Q68CI2	True			Swiss-Prot	0
P09172	True			Swiss-Prot	148
Q64237	True			Swiss-Prot	0
Q05754	True			Swiss-Prot	0
Q14574	True			Swiss-Prot	102
Q3MHH9	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
O94769	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	166
Q5FW85	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q9BG76	True			Swiss-Prot	0
Q867A9	True			Swiss-Prot	0
P12064	True			Swiss-Prot	0
P20800	True			Swiss-Prot	4
P22389	True			Swiss-Prot	0
Q765Z5	True			Swiss-Prot	0
P23943	True			Swiss-Prot	0
Q765Z4	True			Swiss-Prot	0
P14138	True			Swiss-Prot	11
P48299	True			Swiss-Prot	0
A5A752	True			Swiss-Prot	0
P19998	True			Swiss-Prot	0
P13207	True			Swiss-Prot	0
P0C7U0	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	2
Q8C8T7	True	Matrisome-associated	ECM-affiliated Proteins	Swiss-Prot	1
P09104	True			Swiss-Prot	58
C3MBJ9	True			Swiss-Prot	0
P14625	True			Swiss-Prot	309
P08113	True			Swiss-Prot	15
P22413	True			Swiss-Prot	49
P06802	True			Swiss-Prot	1
Q924C3	True			Swiss-Prot	7
Q28105	True			Swiss-Prot	0
Q9UNN8	True			Swiss-Prot	95
Q64695	True			Swiss-Prot	0
Q4V8I1	True			Swiss-Prot	0
P79119	True	Core matrisome	Proteoglycans	Swiss-Prot	1
Q90944	True	Core matrisome	Proteoglycans	Swiss-Prot	0
Q99645	True	Core matrisome	Proteoglycans	Swiss-Prot	5
P70186	True	Core matrisome	Proteoglycans	Swiss-Prot	0
P50448	True			Swiss-Prot	0
Q8IXL6	True	Matrisome-associated	ECM Regulators	Swiss-Prot	82
Q5MJS3	True	Matrisome-associated	ECM Regulators	Swiss-Prot	1
A6NFZ4	True			Swiss-Prot	0
Q8CF27	True			Swiss-Prot	0
B1WBS9	True			Swiss-Prot	0
Q8N5W8	True			Swiss-Prot	2
Q9DAL9	True			Swiss-Prot	0
Q96CS3	True			Swiss-Prot	191
O93526	True			Swiss-Prot	0
Q3SZZ7	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q08830	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	82
Q71KU9	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	3
Q5M8C6	True			Swiss-Prot	0
Q29RY7	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q14314	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	128
P12804	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
Q5D862	True	Matrisome-associated	Secreted Factors	Swiss-Prot	54
P02794	True			Swiss-Prot	125
P09528	True			Swiss-Prot	6
Q9BTY2	True			Swiss-Prot	31
P34059	True			Swiss-Prot	29
Q9UBC7	True			Swiss-Prot	4
Q810H5	True			Swiss-Prot	0
Q9TT95	True			Swiss-Prot	0
Q9QXQ6	True			Swiss-Prot	0
Q9H4G4	True			Swiss-Prot	31
Q9CYL5	True			Swiss-Prot	2
P01352	True			Swiss-Prot	0
P01353	True			Swiss-Prot	0
P46800	True			Swiss-Prot	1
Q9NXC2	True			Swiss-Prot	55
Q3UHD2	True			Swiss-Prot	0
Q5BIP5	True			Swiss-Prot	0
Q3B7J2	True			Swiss-Prot	4
Q9CYH5	True			Swiss-Prot	0
D3Z9M3	True			Swiss-Prot	0
O95467	True			Swiss-Prot	4
Q9Z0F1	True			Swiss-Prot	0
Q792G6	True			Swiss-Prot	0
Q7Z5G4	True			Swiss-Prot	65
Q6UWK7	True			Swiss-Prot	0
A0A0B4J1N3	True			Swiss-Prot	0
D3ZKM3	True			Swiss-Prot	0
P08462	True			Swiss-Prot	0
P62807	True			Swiss-Prot	355
Q6ZWY9	True			Swiss-Prot	0
P68871	True			Swiss-Prot	74
P0DOY5	True			Swiss-Prot	0
Q9ULI3	True			Swiss-Prot	16
Q6R8J2	True			Swiss-Prot	0
P13716	True			Swiss-Prot	10
P10518	True			Swiss-Prot	2
P06214	True			Swiss-Prot	0
P09601	True			Swiss-Prot	85
P07900	True			Swiss-Prot	917
P06328	True			Swiss-Prot	0
P18531	True			Swiss-Prot	0
P24591	True	Core matrisome	ECM Glycoproteins	Swiss-Prot	0
