protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
P22004,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,85
P12034,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,85
O43927,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,85
O95968,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,85
P29622,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,85
Q8IUI8,False,Secreted Factors|Matrisome-associated,9606,,,Swiss-Prot,85
P09601,True,,9606,Extracellular space,,Swiss-Prot,85
P13671,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,84
P80162,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,84
P48357,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,84
Q9BU76,True,,9606,Extracellular region,,Swiss-Prot,84
P01599,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,84
P80370,True,,9606,Extracellular space,,Swiss-Prot,84
P02788,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,84
Q96F46,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,84
Q9UK85,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,84
O43854,False,ECM Glycoproteins|Core matrisome,9606,,Extracellular space/secreted,Swiss-Prot,84
Q16553,True,,9606,Extracellular region,,Swiss-Prot,83
Q9BZM6,True,,9606,Extracellular space,,Swiss-Prot,83
Q8TD55,True,,9606,Extracellular region,,Swiss-Prot,83
Q13296,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,83
P01834,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
Q99616,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
P0C0L4,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
Q04725,True,,9606,Extracellular space,,Swiss-Prot,83
O75636,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
P61328,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,83
P20930,False,Secreted Factors|Matrisome-associated,9606,,,Swiss-Prot,83
P12277,True,,9606,Extracellular space,,Swiss-Prot,83
P50453,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,,Swiss-Prot,83
P41222,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
Q9NPH3,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,83
P25815,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,,Swiss-Prot,83
Q99748,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,83
O15123,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,83
Q08830,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,82
Q5JVS0,True,,9606,Extracellular region,,Swiss-Prot,82
Q6UXH9,True,ECM Regulators|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,82
O15204,True,ECM Regulators|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,82
P36952,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,82
P42025,True,,9606,Extracellular region,,Swiss-Prot,82
Q9NR96,True,,9606,Extracellular region,,Swiss-Prot,82
P62328,True,,9606,Extracellular region,,Swiss-Prot,82
P14555,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,82
P49257,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,82
Q16610,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,82
P14735,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,82
Q8IXL6,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,82
Q08397,True,ECM Regulators|Matrisome-associated,9606,Basement membrane|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P06744,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,81
P15169,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P56851,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,81
P15586,True,,9606,Extracellular region,,Swiss-Prot,81
P01570,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P01266,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P07357,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P01709,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P00488,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,81
P15291,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,80
O60568,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,80
Q6IQ55,True,,9606,Extracellular space,,Swiss-Prot,80
Q86YZ3,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,,Swiss-Prot,80
Q6UXH1,True,ECM Glycoproteins|Core matrisome,9606,Extracellular space,,Swiss-Prot,80
Q96LB8,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,80
P53990,True,,9606,Extracellular region,,Swiss-Prot,80
Q14002,True,,9606,Extracellular region,,Swiss-Prot,80
Q9UBW5,True,,9606,Extracellular region,,Swiss-Prot,80
P09972,True,,9606,Extracellular region,,Swiss-Prot,79
P06126,True,,9606,Extracellular space,,Swiss-Prot,79
P01717,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,79
O75888,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,79
P13995,True,,9606,Extracellular space,,Swiss-Prot,79
P27918,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,79
Q8NC01,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,79
P02749,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,79
O60687,True,ECM Glycoproteins|Core matrisome,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,79
Q14406,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,79
Q9Y6W8,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,79
Q9HCB6,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,79
P01037,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,79
P49913,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,79
Q9P2N4,True,ECM Regulators|Matrisome-associated,9606,Extracellular matrix|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,79
P60174,True,,9606,Extracellular space,,Swiss-Prot,78
P24855,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,78
P01721,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
P78556,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
Q9HBE4,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
Q9NSA1,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
P01703,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
Q9GZV9,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
P21741,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,78
P10147,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
P01185,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
O76093,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,78
Q8IWU6,True,ECM Regulators|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,78
Q9Y581,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,77
Q8WXW3,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,77
P12838,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,77
P08697,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,77
P12645,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,77
Q7Z7G0,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,77
O95754,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,77
Q15165,True,,9606,Extracellular region,,Swiss-Prot,77
Q8NBP7,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,77
P01602,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,76
O95750,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,76
P69905,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,76
Q9Y5Z7,False,Secreted Factors|Matrisome-associated,9606,,,Swiss-Prot,76
P11684,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,76
P01031,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,76
Q16663,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,76
P80511,True,Secreted Factors|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,76
Q96RW7,True,ECM Glycoproteins|Core matrisome,9606,Basement membrane,Basement membrane|Extracellular matrix|Extracellular space/secreted,Swiss-Prot,76
Q9UMR7,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,76
Q9BQ16,True,Proteoglycans|Core matrisome,9606,Extracellular matrix|Extracellular region|Extracellular space,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,76
P01764,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,76
O95965,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,75
Q9UIM3,True,,9606,Extracellular region,,Swiss-Prot,75
Q9Y6K5,True,,9606,Extracellular space,,Swiss-Prot,75
Q10713,True,,9606,Extracellular space,,Swiss-Prot,75
Q8N474,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,75
P49763,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,75
Q7Z5A8,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,75
Q86UP6,True,,9606,Extracellular space,,Swiss-Prot,74
P21583,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,74
Q9NP55,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,74
P68871,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,74
P48745,True,,9606,Extracellular matrix|Extracellular region,Extracellular space/secreted,Swiss-Prot,74
Q9BZ11,False,ECM Regulators|Matrisome-associated,9606,,,Swiss-Prot,74
Q9ULY5,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,74
Q8TER0,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,74
P05452,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,74
P52790,True,,9606,Extracellular region,,Swiss-Prot,74
Q9BZM5,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,74
O95150,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,74
Q9Y376,True,,9606,Extracellular region,,Swiss-Prot,73
Q9NZV1,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,73
P15514,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,,Swiss-Prot,73
Q14393,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,73
O75874,True,,9606,Extracellular region,,Swiss-Prot,73
P16599,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,73
Q92520,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,73
Q9NY25,False,ECM-affiliated Proteins|Matrisome-associated,9606,,,Swiss-Prot,73
P05408,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,73
Q01638,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,73
P05089,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,73
P19875,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,73
Q9NRC9,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,73
Q9UNF1,True,,9606,Extracellular region,,Swiss-Prot,73
P22362,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,72
Q8N6C8,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,72
O00585,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,72
P04196,True,ECM Regulators|Matrisome-associated,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,72
P43121,True,,9606,Extracellular region|Extracellular space,,Swiss-Prot,72
P05186,True,,9606,Extracellular matrix|Extracellular region,,Swiss-Prot,72
Q9NQ76,True,ECM Glycoproteins|Core matrisome,9606,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,72
Q14114,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,72
Q9NVR5,True,,9606,Extracellular region,,Swiss-Prot,71
Q92824,True,ECM Regulators|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,71
P22003,True,Secreted Factors|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,71
Q86VH2,True,,9606,Extracellular region,,Swiss-Prot,71
P01160,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,71
O75596,True,ECM-affiliated Proteins|Matrisome-associated,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,71
P42830,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,71
Q9NZT1,True,,9606,Extracellular region,,Swiss-Prot,71
P18065,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,71
P56597,True,,9606,Extracellular region,,Swiss-Prot,71
Q9UK05,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,71
O14511,True,Secreted Factors|Matrisome-associated,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,70
